Pc,E_wait
0.0,0.7411765927805246
0.1,0.7530110082558212
0.2,0.7636476460049174
0.3,0.7761507563856747
0.4,0.7903236172330186
0.5,0.8044467741025512
0.6,0.8176376894017807
0.7,0.8348758872261655
0.8,0.8524493367513195
0.9,0.8722314563419806
1.0,0.8931747993397526
