Pc,E_wait
0.0,2.6371995935613057
0.1,2.6676213756147114
0.2,2.6252356851585956
0.3,2.6208042905919404
0.4,2.706440278043588
0.5,2.6272498878445965
0.6,2.7437461827258063
0.7,2.760907164911
0.8,2.681607342583226
0.9,2.688749369842895
1.0,2.6740741528067007
