Pc,E_wait
0.0,2.8466660828825985
0.1,2.8678108402081093
0.2,2.8576932722624546
0.3,2.890033659046954
0.4,2.8991305106242877
0.5,2.903893350192284
0.6,2.9229621723945853
0.7,2.921634716995497
0.8,2.9329935760215373
0.9,2.9234041165428457
1.0,2.94053891167287
