Pc,E_wait
0.0,2.6227789671438764
0.1,2.6425032648523343
0.2,2.6326434729823647
0.3,2.6598782364171325
0.4,2.6693671688021943
0.5,2.675377304417279
0.6,2.688991170398443
0.7,2.6903102693216923
0.8,2.7036207085096717
0.9,2.693444885043913
1.0,2.703593738868317
