Pc,E_wait
0.0,2.2132530218960693
0.1,2.2285531117061583
0.2,2.2118534755854604
0.3,2.248444264643407
0.4,2.2628642743040954
0.5,2.2423668600840982
0.6,2.2812859435623185
0.7,2.234558976716441
0.8,2.27167684932229
0.9,2.2434432779579185
1.0,2.2925231751525823
