Pc,E_wait
0.0,0.8096546094431923
0.1,0.8134476566398023
0.2,0.8162304022546021
0.3,0.8187717636729004
0.4,0.8225323331373411
0.5,0.8251218201591596
0.6,0.8266584652479293
0.7,0.8298321552191346
0.8,0.8319576130669194
0.9,0.8330031005958835
1.0,0.5882365061478209
