Pc,E_wait
0.0,1.6607142547292824
0.1,1.738090002080266
0.2,1.7848136564164705
0.3,1.8504255444365112
0.4,1.98306688229041
0.5,2.02456017147774
0.6,2.2080004732017247
0.7,2.3470833749516915
0.8,2.394970617677283
0.9,2.5666665450030584
1.0,2.5883827146744753
