Pc,E_wait
0.0,1.663056997153687
0.1,1.7289864957888772
0.2,1.795388511762761
0.3,1.8711843307828344
0.4,1.9606153398377573
0.5,2.0617456543881367
0.6,2.165194643805388
0.7,2.297026116523126
0.8,2.4285040354429315
0.9,2.5752129421791303
1.0,2.5704444508510758
