Pc,E_wait
0.0,2.214210383700079
0.1,2.357900789279515
0.2,2.507716228628824
0.3,2.6918336107540672
0.4,2.9223886108275474
0.5,3.1960483696151516
0.6,3.5303816064883535
0.7,3.9317901185168656
0.8,4.443197376448526
0.9,4.513480085226555
1.0,4.4964766599434185
