Pc,E_wait
0.0,2.16701680528056
0.1,2.3017604613230676
0.2,2.440638065189717
0.3,2.6169198479289353
0.4,2.8302670406872807
0.5,3.0857128132167757
0.6,3.389369419725923
0.7,3.7534262635905593
0.8,4.207189616751681
0.9,4.296111391361097
1.0,4.288201088133164
