Pc,E_wait
0.0,2.174334439976011
0.1,2.3229802137516016
0.2,2.4351372958431834
0.3,2.573541160926248
0.4,2.891026671272588
0.5,2.9983277809231104
0.6,3.4626130766450083
0.7,3.842502284203097
0.8,4.19401717642719
0.9,4.273223201227978
1.0,4.341556378239001
