seed,edge_avg_wait,edge_avg_delay,edge_avg_service_time,edge_utilization,edge_avg_number_node,edge_avg_number_queue,cloud_avg_wait,cloud_avg_delay,cloud_avg_service_time,cloud_utilization,cloud_avg_number_node,cloud_avg_number_queue,count_E,E_avg_wait,E_avg_delay,E_avg_service_time,E_utilization,E_avg_number_edge,E_avg_number_queue_edge,count_C,C_avg_wait,C_avg_delay,C_avg_service_time,C_utilization,C_avg_number_edge,C_avg_number_queue_edge
123456789,2.643305575388147,2.201835906969742,0.4414696684184052,0.8648126954276681,5.1780776416192476,4.3132649461915795,1.178394050530215,0.32466117365906494,0.8537328768711502,0.47654029586766405,0.6577610687155441,0.18122077284788007,72798,2.709190890432566,2.1621423906117463,0.5470484998208194,0.7662814272788045,3.7949151911967167,3.028633763917912,48227,2.4779672741618493,2.301446245934128,0.17652102822772078,0.09853126814887565,1.3831624504226476,1.284631182273772
169298538,2.6509471656304333,2.2097141818699004,0.4412329837605326,0.8629726553933404,5.184777654956842,4.3218049995635015,1.1904334620402612,0.33361459568331925,0.8568188663569419,0.4775375039864145,0.6634735140014889,0.18593601001507448,72678,2.7161439758192683,2.1692470899325467,0.5468968858867216,0.7648260319626322,3.7984813460710485,3.033655314108416,48156,2.48735402329402,2.311255019712807,0.17609900358121258,0.09814662343071502,1.3862963088858558,1.2881496854551409
1447915982,2.697000597926306,2.2562267293853995,0.4407738685409061,0.8623157701509321,5.2763249223394295,4.414009152188497,1.1787064130383187,0.3236345868451895,0.8550718261931292,0.47763190764861946,0.6584099433186044,0.1807780356699849,72508,2.760651451799464,2.21447558418914,0.5461758676103236,0.7634341627869393,3.858785704085245,3.0953515412983057,48263,2.5377237756581983,2.3607027784599546,0.17702099719824368,0.0988816073640124,1.4175392182540631,1.3186576108900507
864855856,2.6077018312687836,2.167872113104942,0.4398297181638417,0.8592151366933479,5.094191667545441,4.234976530852092,1.2064391824846603,0.34590617013343183,0.8605330123512285,0.480387226186371,0.6734872039979463,0.19309997781157526,72322,2.67282846114265,2.127343469988307,0.545484991154343,0.7611009629623324,3.72932775162865,2.9682267886663176,48234,2.444924413035409,2.2691693536318467,0.17575505940356195,0.09811417373101021,1.3648639159168505,1.2667497421858402
731568330,2.5617550614312927,2.121147231823016,0.44060782960827666,0.8628172271224931,5.0165390856450625,4.1537218585225695,1.200171578254098,0.34159044965510393,0.8585811285989942,0.4795056525014266,0.6702791810524223,0.19077352855099572,72687,2.6260383657467337,2.080100120245444,0.5459382455012898,0.7641808452823772,3.6758154143196964,2.911634569037319,48254,2.4006391517198344,2.224025308693333,0.17661384302650177,0.098636381840115,1.340723671325332,1.242087289485217
1410316477,2.586640680356917,2.1447344916626365,0.44190618869428056,0.86639176600851,5.071312066720753,4.204920300712243,1.1830337152106685,0.3263762256659824,0.8566574895446862,0.4790468665641824,0.6615579753031408,0.1825111087389584,72766,2.651546056624813,2.103843444765404,0.5477026118594087,0.7675361001424512,3.715807220164059,2.9482711200216074,48317,2.4239870041216784,2.24720796127885,0.17677904284282855,0.09885566586604258,1.3555048465565507,1.256649180690508
1613741317,2.552672587871915,2.1115989213568946,0.44107366651502017,0.8598155063061744,4.97610181745058,4.116286311144406,1.1916496396884995,0.33414488815697674,0.8575047515315228,0.4765234473724467,0.6622109012810794,0.1856874539086327,72400,2.619909069515375,2.0733502594875652,0.5465588100278098,0.7617171505722492,3.6512624708914734,2.889545320319224,48014,2.3840506505076773,2.2075224930306425,0.1765281574770345,0.09809835573391605,1.3248393465592123,1.2267409908252962
846793476,2.6432819297390853,2.2013900141080884,0.44189191563099695,0.8661641770999687,5.181167694019411,4.315003516919441,1.1936803316274942,0.33589084226313154,0.8577894893643626,0.4789239108345082,0.6664596148559699,0.1875357040214617,72881,2.7117119805117995,2.164230703505655,0.5474812770061445,0.7674611251447712,3.8012871216576505,3.033825996512879,48242,2.4714720329740922,2.294687289886545,0.17678474308754724,0.09870305195520787,1.3798805723618373,1.2811775204066296
2086433784,2.631748585848594,2.191152904750117,0.44059568109847724,0.864547341810093,5.164079771583891,4.299532429773798,1.203746876947085,0.3415987510933884,0.8621481258536966,0.48400933802201906,0.6757826312970502,0.1917732932750311,72525,2.6960207099787383,2.1496730071182153,0.546347702860523,0.7653372706584403,3.7766519764072557,3.011314705748815,48504,2.4713743711166978,2.294655101073775,0.17671927004292287,0.09921007115165299,1.3874277951765355,1.2882177240248824
1458866717,2.684010496238202,2.243714955248874,0.440295540989328,0.8634312595323501,5.263415927760145,4.399984668227795,1.1987837554242067,0.3396937098093954,0.8590900456148113,0.48077138322008667,0.6708737078481747,0.19010232462808796,72729,2.752213933017235,2.2066027015045084,0.545611231512726,0.7646184633829405,3.8569469740024473,3.0923285106195064,48352,2.5132183815656464,2.336649865813436,0.17656851575221044,0.0988127961493916,1.406468953757636,1.3076561576082444
